fir_id,fir_number,district_id,police_station,date_filed,date_of_incident,crime_type,legal_code,sections_cited,status,narrative_text,modus_operandi,event_context,investigation_stage,created_at,updated_at,created_by,updated_by
FIR-001480,11/2023/001480,42963000000035022,Dakshina Kannada Police Station 1,2023-09-08,2023-09-05 00:00:00,Vehicle theft / snatching,IPC,"379,356",CLOSED,"On 2023-09-08, at approximately 08:00 hours, at Ring Road, Dakshina Kannada in Dakshina Kannada district, Indali Pau reported that the vehicle was reported missing from where it was parked, causing loss and distress to the complainant. As of filing, the accused had not been identified; investigators are pursuing available leads. Additional facts surrounding the incident are being ascertained by investigating officers. Formal registration of this case took place on 2023-09-08 at Dakshina Kannada Police Station 1.",the accused reportedly snatched the item and fled on a two-wheeler,GANESHA_CHATURTHI,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001481,11/2023/001481,42963000000035022,Dakshina Kannada Police Station 5,2023-09-04,2023-09-01 00:00:00,Fraud / cheating,IPC,"420,66C/66D (IT Act)",UNDER_INVESTIGATION,"On 2023-09-04, at approximately 14:00 hours, at Agricultural Field, Dakshina Kannada Outskirts in Dakshina Kannada district, Sarthak Mitter reported that the accused allegedly induced the complainant to part with money under false pretenses, causing loss and distress to the complainant. The accused, identified as Girijamma Achar, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. This FIR was registered on 2023-09-04 at Dakshina Kannada Police Station 5.",the accused reportedly misrepresented facts to obtain property,GANESHA_CHATURTHI,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001482,11/2023/001482,42963000000035022,Dakshina Kannada Police Station 1,2023-09-02,2023-08-30 00:00:00,Assault / hurt,IPC,506,UNDER_INVESTIGATION,"On 2023-09-02, at approximately 14:00 hours, at Dakshina Kannada Market Area in Dakshina Kannada district, Kaveri Achar reported that the accused allegedly assaulted the complainant following an altercation, causing loss and distress to the complainant. The accused, identified as Gaurav Thakur, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. Case registered on 2023-09-02 at Dakshina Kannada Police Station 1.","a physical altercation reportedly broke out, resulting in injuries",GANESHA_CHATURTHI,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001483,11/2023/001483,42963000000035022,Dakshina Kannada Police Station 5,2023-10-09,2023-10-06 00:00:00,Assault / hurt,IPC,307,UNDER_INVESTIGATION,"On 2023-10-09, at approximately 22:45 hours, at Agricultural Field, Dakshina Kannada Outskirts in Dakshina Kannada district, Sujathamma Nayak reported that the accused allegedly assaulted the complainant following an altercation, causing loss and distress to the complainant. The accused, identified as Reva Kadakia, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Additional facts surrounding the incident are being ascertained by investigating officers. Case registered on 2023-10-09 at Dakshina Kannada Police Station 5.",the accused allegedly assaulted the complainant following an altercation,NONE,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001484,11/2023/001484,42963000000035022,Dakshina Kannada Police Station 5,2023-10-31,2023-10-28 00:00:00,Theft,IPC,"379,380",OPEN,"On 2023-10-31, at approximately 03:00 hours, at Main Market Road, Dakshina Kannada in Dakshina Kannada district, Sujathamma Hegde reported that the accused allegedly took the property without the owner's consent, causing loss and distress to the complainant. The accused, identified as Amol Bali, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Further details of the incident are being verified during investigation. Statements from persons nearby at the time are being recorded. Formal registration of this case took place on 2023-10-31 at Dakshina Kannada Police Station 5.",the accused allegedly took the property without the owner's consent,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001485,11/2023/001485,42963000000035022,Dakshina Kannada Police Station 5,2023-10-12,2023-10-10 00:00:00,Cybercrime,IPC,"66D (IT Act),66A (unreported)",OPEN,"On 2023-10-12, at approximately 15:00 hours, at Dakshina Kannada Commercial Complex in Dakshina Kannada district, Ikshita Wadhwa reported that the accused reportedly impersonated the complainant online, causing loss and distress to the complainant. The accused, identified as Thimmaiah Kulkarni, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The matter is being examined further as part of the ongoing investigation. Case registered on 2023-10-12 at Dakshina Kannada Police Station 5.",the complainant reported a fraudulent online transaction linked to the accused,DEEPAVALI,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001486,11/2023/001486,42963000000035022,Dakshina Kannada Police Station 4,2023-10-03,2023-09-30 00:00:00,Theft,IPC,379,OPEN,"On 2023-10-03, at approximately 10:15 hours, at Highway NH-48 near Dakshina Kannada in Dakshina Kannada district, Parvatamma Reddy reported that the accused allegedly took the property without the owner's consent, causing loss and distress to the complainant. The accused, identified as Lakshmamma Naik, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Relevant facts of the case continue to be verified as the investigation proceeds. Statements from persons nearby at the time are being recorded. The complaint was formally registered on 2023-10-03 at Dakshina Kannada Police Station 4.",the accused reportedly slipped away with the belongings unnoticed,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001487,11/2023/001487,42963000000035022,Dakshina Kannada Police Station 4,2023-10-19,2023-10-16 00:00:00,Theft,IPC,"379,380",OPEN,"On 2023-10-19, at approximately 05:15 hours, at Dakshina Kannada College Road in Dakshina Kannada district, Priya Narula reported that the accused reportedly slipped away with the belongings unnoticed, causing loss and distress to the complainant. The accused, identified as Thimmaiah Rai, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Relevant facts of the case continue to be verified as the investigation proceeds. Case registered on 2023-10-19 at Dakshina Kannada Police Station 4.",the item was found missing after the accused was seen nearby,DEEPAVALI,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001488,11/2023/001488,42963000000035022,Dakshina Kannada Police Station 4,2023-11-20,2023-11-17 00:00:00,Theft,IPC,379,CLOSED,"On 2023-11-20, at approximately 18:45 hours, at Dakshina Kannada Extension in Dakshina Kannada district, Wriddhish Singh reported that the accused allegedly took the property without the owner's consent, causing loss and distress to the complainant. The identity of the accused remains unknown at this stage; local inquiries are being conducted. The matter is being examined further as part of the ongoing investigation. Statements from persons nearby at the time are being recorded. Formal registration of this case took place on 2023-11-20 at Dakshina Kannada Police Station 4.",the item was found missing after the accused was seen nearby,HARVEST_SEASON,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001489,11/2023/001489,42963000000035022,Dakshina Kannada Police Station 5,2023-11-12,2023-11-09 00:00:00,Vehicle theft / snatching,IPC,"379,411",OPEN,"On 2023-11-12, at approximately 22:15 hours, at Ring Road, Dakshina Kannada in Dakshina Kannada district, Channabasappa Hegde reported that the accused reportedly snatched the item and fled on a two-wheeler, causing loss and distress to the complainant. The accused, identified as Raghavendra Shetty, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. This FIR was registered on 2023-11-12 at Dakshina Kannada Police Station 5.",the vehicle was allegedly driven away by the accused,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001490,11/2023/001490,42963000000035022,Dakshina Kannada Police Station 3,2023-11-29,2023-11-29 00:00:00,Burglary / housebreaking,IPC,"457,380",OPEN,"On 2023-11-29, at approximately 05:00 hours, at Dakshina Kannada Residential Layout in Dakshina Kannada district, Vasatika Khurana reported that the accused allegedly entered the premises during the night, causing loss and distress to the complainant. No description of the accused could be obtained at the time of filing; inquiries into identity are ongoing. Additional facts surrounding the incident are being ascertained by investigating officers. Formal registration of this case took place on 2023-11-29 at Dakshina Kannada Police Station 3.",the premises were reportedly broken into while unoccupied,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001491,11/2023/001491,42963000000035022,Dakshina Kannada Police Station 4,2023-11-26,2023-11-26 00:00:00,Vehicle theft / snatching,IPC,"379,356",CLOSED,"On 2023-11-26, at approximately 17:30 hours, at Dakshina Kannada Shopping Complex in Dakshina Kannada district, Puttaswamy Shetty reported that the vehicle was allegedly driven away by the accused, causing loss and distress to the complainant. The accused, identified as Ryan Chaudhary, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Further details of the incident are being verified during investigation. A witness present at the scene has been recorded. This FIR was registered on 2023-11-26 at Dakshina Kannada Police Station 4.",the vehicle was allegedly driven away by the accused,NONE,CASE_CLOSED_MEDIATED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001492,11/2023/001492,42963000000035022,Dakshina Kannada Police Station 2,2023-11-02,2023-11-01 00:00:00,Robbery / dacoity,IPC,"392,397",OPEN,"On 2023-11-02, at approximately 00:15 hours, at Dakshina Kannada Extension in Dakshina Kannada district, Warhi Srivastava reported that a group reportedly surrounded the complainant and took valuables by force, causing loss and distress to the complainant. The identity of the accused remains unknown at this stage; local inquiries are being conducted. The matter is being examined further as part of the ongoing investigation. A witness present at the scene has been recorded. Formal registration of this case took place on 2023-11-02 at Dakshina Kannada Police Station 2.",a group reportedly surrounded the complainant and took valuables by force,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001493,11/2023/001493,42963000000035022,Dakshina Kannada Police Station 2,2023-12-28,2023-12-27 00:00:00,Fraud / cheating,IPC,"468,471",UNDER_INVESTIGATION,"On 2023-12-28, at approximately 15:15 hours, at Dakshina Kannada Residential Layout in Dakshina Kannada district, Naveen Sagar reported that the complainant reported being deceived into a fraudulent transaction, causing loss and distress to the complainant. The accused, identified as Kamya Mandal, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. The complaint was formally registered on 2023-12-28 at Dakshina Kannada Police Station 2.",the complainant reported being deceived into a fraudulent transaction,NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001494,11/2023/001494,42963000000035022,Dakshina Kannada Police Station 2,2023-12-07,2023-12-06 00:00:00,Cybercrime,IPC,"66D (IT Act),66A (unreported)",UNDER_INVESTIGATION,"On 2023-12-07, at approximately 14:15 hours, at Near Dakshina Kannada Government School in Dakshina Kannada district, Mitesh Arora reported that the complainant reported a fraudulent online transaction linked to the accused, causing loss and distress to the complainant. The accused is presently unidentified; efforts are underway to establish identity. The matter is being examined further as part of the ongoing investigation. A witness present at the scene has been recorded. Formal registration of this case took place on 2023-12-07 at Dakshina Kannada Police Station 2.",the accused reportedly impersonated the complainant online,NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001495,11/2023/001495,42963000000035022,Dakshina Kannada Police Station 4,2023-12-03,2023-12-03 00:00:00,Theft,IPC,379,CLOSED,"On 2023-12-03, at approximately 17:45 hours, at ATM Vicinity, Dakshina Kannada Main Road in Dakshina Kannada district, Jagadish Setty reported that the item was found missing after the accused was seen nearby, causing loss and distress to the complainant. The identity of the accused remains unknown at this stage; local inquiries are being conducted. The case is being investigated further to establish the complete sequence of events. Case registered on 2023-12-03 at Dakshina Kannada Police Station 4.",the item was found missing after the accused was seen nearby,NONE,CASE_CLOSED_MEDIATED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001496,11/2023/001496,42963000000035022,Dakshina Kannada Police Station 3,2023-12-08,2023-12-05 00:00:00,Assault / hurt,IPC,394,CHARGESHEETED,"On 2023-12-08, at approximately 09:00 hours, at Dakshina Kannada Extension in Dakshina Kannada district, Maanas Lala reported that the accused reportedly used force against the complainant, causing loss and distress to the complainant. The accused, identified as Lakshit Prasad, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. Statements from persons nearby at the time are being recorded. The complaint was formally registered on 2023-12-08 at Dakshina Kannada Police Station 3.",the accused allegedly assaulted the complainant following an altercation,HARVEST_SEASON,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001497,11/2024/001497,42963000000035022,Dakshina Kannada Police Station 1,2024-01-21,2024-01-19 00:00:00,Robbery / dacoity,IPC,392,OPEN,"On 2024-01-21, at approximately 14:45 hours, at Gandhi Bazaar, Dakshina Kannada in Dakshina Kannada district, Vasanthamma Gowda reported that the accused allegedly used force to take the property by threat, causing loss and distress to the complainant. The accused is presently unidentified; efforts are underway to establish identity. Additional facts surrounding the incident are being ascertained by investigating officers. FIR registered on 2024-01-21 at Dakshina Kannada Police Station 1.",the accused reportedly threatened the complainant with a weapon during the robbery,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001498,11/2024/001498,42963000000035022,Dakshina Kannada Police Station 1,2024-01-27,2024-01-26 00:00:00,Robbery / dacoity,IPC,384,OPEN,"On 2024-01-27, at approximately 14:00 hours, at Near Dakshina Kannada Government School in Dakshina Kannada district, Sureshgowda Naik reported that the accused reportedly threatened the complainant with a weapon during the robbery, causing loss and distress to the complainant. The accused could not be identified by the complainant; the matter is under active inquiry. The matter is being examined further as part of the ongoing investigation. Statements from persons nearby at the time are being recorded. The complaint was formally registered on 2024-01-27 at Dakshina Kannada Police Station 1.",the accused allegedly used force to take the property by threat,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001499,11/2024/001499,42963000000035022,Dakshina Kannada Police Station 4,2024-01-01,2023-12-28 00:00:00,Vehicle theft / snatching,IPC,"379,356",UNDER_INVESTIGATION,"On 2024-01-01, at approximately 20:45 hours, at Dakshina Kannada Bus Stand in Dakshina Kannada district, Geetika Nagi reported that the accused reportedly snatched the item and fled on a two-wheeler, causing loss and distress to the complainant. The accused, identified as Dalbir Oommen, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Investigation into the circumstances of the case is currently in progress. Formal registration of this case took place on 2024-01-01 at Dakshina Kannada Police Station 4.",the accused reportedly snatched the item and fled on a two-wheeler,NEW_YEAR,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001500,11/2024/001500,42963000000035022,Dakshina Kannada Police Station 1,2024-01-29,2024-01-27 00:00:00,Burglary / housebreaking,IPC,"454,457",UNDER_INVESTIGATION,"On 2024-01-29, at approximately 05:00 hours, at Near Dakshina Kannada Government School in Dakshina Kannada district, Chandrashekar Kulkarni reported that the premises were reportedly broken into while unoccupied, causing loss and distress to the complainant. The accused, identified as Azad Tripathi, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Relevant facts of the case continue to be verified as the investigation proceeds. FIR registered on 2024-01-29 at Dakshina Kannada Police Station 1.",the premises were reportedly broken into while unoccupied,NONE,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001501,11/2024/001501,42963000000035022,Dakshina Kannada Police Station 4,2024-02-20,2024-02-20 00:00:00,Fraud / cheating,IPC,"420,66C/66D (IT Act)",CHARGESHEETED,"On 2024-02-20, at approximately 03:30 hours, at Dakshina Kannada Bus Stand in Dakshina Kannada district, Sathvik Tandon reported that the accused allegedly induced the complainant to part with money under false pretenses, causing loss and distress to the complainant. The identity of the accused remains unknown at this stage; local inquiries are being conducted. The case is being investigated further to establish the complete sequence of events. Case registered on 2024-02-20 at Dakshina Kannada Police Station 4.",the complainant reported being deceived into a fraudulent transaction,NONE,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001502,11/2024/001502,42963000000035022,Dakshina Kannada Police Station 2,2024-02-21,2024-02-21 00:00:00,Assault / hurt,IPC,307,UNDER_INVESTIGATION,"On 2024-02-21, at approximately 09:30 hours, at ATM near Dakshina Kannada Circle in Dakshina Kannada district, Tara Khalsa reported that a physical altercation reportedly broke out, resulting in injuries, causing loss and distress to the complainant. The accused, identified as Shanthakumari Nayak, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Investigation into the circumstances of the case is currently in progress. This FIR was registered on 2024-02-21 at Dakshina Kannada Police Station 2.",the accused reportedly used force against the complainant,NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001503,11/2024/001503,42963000000035022,Dakshina Kannada Police Station 3,2024-02-06,2024-02-04 00:00:00,Fraud / cheating,IPC,"468,471",CHARGESHEETED,"On 2024-02-06, at approximately 10:30 hours, at Dakshina Kannada Commercial Complex in Dakshina Kannada district, Krishna Mukherjee reported that the complainant reported being deceived into a fraudulent transaction, causing loss and distress to the complainant. The accused, identified as Gunbir Ramanathan, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. Formal registration of this case took place on 2024-02-06 at Dakshina Kannada Police Station 3.",the complainant reported being deceived into a fraudulent transaction,NONE,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001504,11/2024/001504,42963000000035022,Dakshina Kannada Police Station 1,2024-02-01,2024-02-01 00:00:00,Theft,IPC,379,CLOSED,"On 2024-02-01, at approximately 03:30 hours, at Dakshina Kannada Residential Layout in Dakshina Kannada district, Chandrashekar Rai reported that the accused allegedly took the property without the owner's consent, causing loss and distress to the complainant. The identity of the accused remains unknown at this stage; local inquiries are being conducted. Investigation into the circumstances of the case is currently in progress. A witness present at the scene has been recorded. FIR registered on 2024-02-01 at Dakshina Kannada Police Station 1.",the item was found missing after the accused was seen nearby,NONE,CASE_CLOSED_MEDIATED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001505,11/2024/001505,42963000000035022,Dakshina Kannada Police Station 1,2024-03-01,2024-02-25 00:00:00,Assault / hurt,IPC,506,CLOSED,"On 2024-03-01, at approximately 10:15 hours, at Dakshina Kannada Residential Layout in Dakshina Kannada district, Agastya Jain reported that the accused reportedly used force against the complainant, causing loss and distress to the complainant. No description of the accused could be obtained at the time of filing; inquiries into identity are ongoing. Investigation into the circumstances of the case is currently in progress. FIR registered on 2024-03-01 at Dakshina Kannada Police Station 1.","a physical altercation reportedly broke out, resulting in injuries",NONE,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001506,11/2024/001506,42963000000035022,Dakshina Kannada Police Station 2,2024-03-27,2024-03-27 00:00:00,Theft,IPC,"379,380",OPEN,"On 2024-03-27, at approximately 07:15 hours, at Highway NH-4 near Dakshina Kannada in Dakshina Kannada district, Yuvraj Vora reported that the accused allegedly took the property without the owner's consent, causing loss and distress to the complainant. The accused, identified as Manjunath Devadiga, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. Case registered on 2024-03-27 at Dakshina Kannada Police Station 2.",the accused reportedly slipped away with the belongings unnoticed,UGADI,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001507,11/2024/001507,42963000000035022,Dakshina Kannada Police Station 1,2024-03-20,2024-03-19 00:00:00,Fraud / cheating,IPC,"420,66C/66D (IT Act)",UNDER_INVESTIGATION,"On 2024-03-20, at approximately 14:30 hours, at Dakshina Kannada Market Area in Dakshina Kannada district, Daniel Bala reported that the accused allegedly induced the complainant to part with money under false pretenses, causing loss and distress to the complainant. The accused, identified as Fariq Manne, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Additional facts surrounding the incident are being ascertained by investigating officers. A witness present at the scene has been recorded. FIR registered on 2024-03-20 at Dakshina Kannada Police Station 1.",the accused reportedly misrepresented facts to obtain property,NONE,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001508,11/2024/001508,42963000000035022,Dakshina Kannada Police Station 1,2024-03-17,2024-03-12 00:00:00,Fraud / cheating,IPC,420,UNDER_INVESTIGATION,"On 2024-03-17, at approximately 17:30 hours, at Agricultural Field, Dakshina Kannada Outskirts in Dakshina Kannada district, Dhriti Dugar reported that the accused reportedly misrepresented facts to obtain property, causing loss and distress to the complainant. The accused, identified as Ravindranath Poojary, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. The case is being investigated further to establish the complete sequence of events. This FIR was registered on 2024-03-17 at Dakshina Kannada Police Station 1.",the complainant reported being deceived into a fraudulent transaction,NONE,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001509,11/2024/001509,42963000000035022,Dakshina Kannada Police Station 5,2024-04-04,2024-04-03 00:00:00,Robbery / dacoity,IPC,384,OPEN,"On 2024-04-04, at approximately 22:45 hours, at Gandhi Bazaar, Dakshina Kannada in Dakshina Kannada district, Upkaar Badami reported that the accused reportedly threatened the complainant with a weapon during the robbery, causing loss and distress to the complainant. The accused, identified as Gopalakrishna Poojary, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Further details of the incident are being verified during investigation. Statements from persons nearby at the time are being recorded. This FIR was registered on 2024-04-04 at Dakshina Kannada Police Station 5.",the accused allegedly used force to take the property by threat,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001510,11/2024/001510,42963000000035022,Dakshina Kannada Police Station 1,2024-04-10,2024-04-08 00:00:00,Vehicle theft / snatching,IPC,"379,356",UNDER_INVESTIGATION,"On 2024-04-10, at approximately 08:15 hours, at Dakshina Kannada Extension in Dakshina Kannada district, Arunima Cherian reported that the accused reportedly snatched the item and fled on a two-wheeler, causing loss and distress to the complainant. The accused, identified as Nitara Murthy, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Further details of the incident are being verified during investigation. Statements from persons nearby at the time are being recorded. This FIR was registered on 2024-04-10 at Dakshina Kannada Police Station 1.",the vehicle was reported missing from where it was parked,NONE,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001511,11/2024/001511,42963000000035022,Dakshina Kannada Police Station 4,2024-04-10,2024-04-06 00:00:00,Theft,IPC,379,CLOSED,"On 2024-04-10, at approximately 04:15 hours, at Dakshina Kannada Bus Stand in Dakshina Kannada district, Nagaveni Hegde reported that the accused reportedly slipped away with the belongings unnoticed, causing loss and distress to the complainant. The accused, identified as Odika Ram, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Additional facts surrounding the incident are being ascertained by investigating officers. FIR registered on 2024-04-10 at Dakshina Kannada Police Station 4.",the accused reportedly slipped away with the belongings unnoticed,NONE,CASE_CLOSED_UNTRACED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001512,11/2024/001512,42963000000035022,Dakshina Kannada Police Station 5,2024-04-30,2024-04-25 00:00:00,Fraud / cheating,IPC,420,CHARGESHEETED,"On 2024-04-30, at approximately 15:15 hours, at Dakshina Kannada Railway Station in Dakshina Kannada district, Yauvani Taneja reported that the complainant reported being deceived into a fraudulent transaction, causing loss and distress to the complainant. The accused could not be identified by the complainant; the matter is under active inquiry. The case is being investigated further to establish the complete sequence of events. The complaint was formally registered on 2024-04-30 at Dakshina Kannada Police Station 5.",the accused reportedly misrepresented facts to obtain property,UGADI,CHARGESHEET_FILED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001513,11/2024/001513,42963000000035022,Dakshina Kannada Police Station 5,2024-05-20,2024-05-17 00:00:00,Vehicle theft / snatching,IPC,"379,411",OPEN,"On 2024-05-20, at approximately 04:00 hours, at KSRTC Bus Stand, Dakshina Kannada in Dakshina Kannada district, Lokesh Rai reported that the accused reportedly snatched the item and fled on a two-wheeler, causing loss and distress to the complainant. The accused, identified as Jagrati Chaudhry, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Investigation into the circumstances of the case is currently in progress. A witness present at the scene has been recorded. Case registered on 2024-05-20 at Dakshina Kannada Police Station 5.",the vehicle was reported missing from where it was parked,NONE,FIR_REGISTERED,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001514,11/2024/001514,42963000000035022,Dakshina Kannada Police Station 4,2024-05-06,2024-05-03 00:00:00,Fraud / cheating,IPC,420,CHARGESHEETED,"On 2024-05-06, at approximately 15:30 hours, at ATM Vicinity, Dakshina Kannada Main Road in Dakshina Kannada district, Naksh Dhillon reported that the accused reportedly misrepresented facts to obtain property, causing loss and distress to the complainant. The accused is presently unidentified; efforts are underway to establish identity. The matter is being examined further as part of the ongoing investigation. The complaint was formally registered on 2024-05-06 at Dakshina Kannada Police Station 4.",the complainant reported being deceived into a fraudulent transaction,NONE,UNDER_TRIAL,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001515,11/2024/001515,42963000000035022,Dakshina Kannada Police Station 1,2024-05-15,2024-05-11 00:00:00,Theft,IPC,379,UNDER_INVESTIGATION,"On 2024-05-15, at approximately 13:15 hours, at Dakshina Kannada Junction in Dakshina Kannada district, Mohammed Sethi reported that the accused allegedly took the property without the owner's consent, causing loss and distress to the complainant. The accused, identified as Netra Bhalla, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Additional facts surrounding the incident are being ascertained by investigating officers. Case registered on 2024-05-15 at Dakshina Kannada Police Station 1.",the item was found missing after the accused was seen nearby,NONE,EVIDENCE_COLLECTION,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
FIR-001516,11/2024/001516,42963000000035022,Dakshina Kannada Police Station 2,2024-05-08,2024-05-06 00:00:00,Other,IPC,"363,364",UNDER_INVESTIGATION,"On 2024-05-08, at approximately 11:30 hours, at Dakshina Kannada Bus Stand in Dakshina Kannada district, Kaveri Bhat reported that the incident was reported following a disturbance at the location, causing loss and distress to the complainant. The accused, identified as Noah Datta, was reportedly seen in the vicinity around the time of the incident and is stated to be known to the complainant. Investigation into the circumstances of the case is currently in progress. Statements from persons nearby at the time are being recorded. Case registered on 2024-05-08 at Dakshina Kannada Police Station 2.",the incident was reported following a disturbance at the location,NONE,STATEMENT_RECORDING,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
