accused_id,name,age,age_group,gender,address_district_id,address_taluk,occupation,prior_offense_count,first_offense_date,last_offense_date,risk_score,risk_score_updated_at,created_at,updated_at,created_by,updated_by
ACC-02206,Qarin Bhardwaj,34,26-35,MALE,42963000000035017,Bidar North,Musician,1,2025-09-08,2025-09-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02207,Jatin Kibe,26,26-35,MALE,42963000000035033,Mysuru South,Purchasing manager,1,2025-06-10,2025-06-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02208,Raghavendra Nayak,47,46-55,MALE,42963000000035041,Yadgir Taluk HQ,Animal nutritionist,1,2021-02-25,2021-02-25,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02209,Nagaraj Poojary,41,36-45,MALE,42963000000035026,Hassan Taluk HQ,Medical illustrator,1,2024-01-21,2024-01-21,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02210,Raghavendra Kulkarni,62,56-65,MALE,42963000000035018,Chamarajanagar Rural,Air broker,1,2021-04-19,2021-04-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02211,Nagaraj Rai,51,46-55,MALE,42963000000035024,Dharwad East,Data scientist,1,2024-01-30,2024-01-30,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02212,Vedant Din,64,56-65,MALE,42963000000035022,Dakshina Kannada Rural,Forest/woodland manager,1,2025-03-20,2025-03-20,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02213,Faris Arora,35,26-35,MALE,42963000000035024,Dharwad East,Commercial horticulturist,1,2021-06-10,2021-06-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02214,Sanaya Rao,55,46-55,FEMALE,42963000000035033,Mysuru South,Theatre director,2,2021-01-03,2022-02-13,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02215,Girindra Sampath,64,56-65,MALE,42963000000035033,Mysuru Rural,Diagnostic radiographer,1,2021-09-11,2021-09-11,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02216,Mahadevi Reddy,39,36-45,FEMALE,42963000000035040,Vijayapura South,Physiotherapist,1,2021-04-22,2021-04-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02217,Matthew Tella,54,46-55,MALE,42963000000035024,Dharwad East,Site engineer,1,2025-07-07,2025-07-07,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02218,Mitesh Sabharwal,42,36-45,MALE,42963000000035040,Vijayapura West,Chartered public finance accountant,1,2024-01-07,2024-01-07,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02219,Lokesh Shetty,42,36-45,MALE,42963000000035041,Yadgir North,Clinical embryologist,1,2021-02-03,2021-02-03,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02220,Akkamahadevi Bhat,23,18-25,FEMALE,42963000000035016,Bengaluru Urban Rural,"Teacher, primary school",1,2022-02-21,2022-02-21,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02221,Ekbal Luthra,18,18-25,MALE,42963000000035027,Haveri West,"Engineer, manufacturing systems",1,2021-04-05,2021-04-05,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02222,Mitesh Ahuja,37,36-45,MALE,42963000000035025,Gadag North,Dispensing optician,1,2022-10-03,2022-10-03,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02223,Raghavendra Achar,43,36-45,MALE,42963000000035028,Kalaburagi East,Regulatory affairs officer,1,2024-10-16,2024-10-16,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02224,Chasmum Boase,43,36-45,FEMALE,42963000000035020,Chikkamagaluru Taluk HQ,Pensions consultant,2,2021-06-24,2021-09-10,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02225,Mitali Sankar,33,26-35,FEMALE,42963000000035012,Bagalkot South,"Doctor, hospital",1,2025-01-27,2025-01-27,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02226,Rachit Grewal,26,26-35,MALE,42963000000035018,Chamarajanagar West,Contractor,1,2021-12-08,2021-12-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02227,Parvatamma Gowda,25,18-25,FEMALE,42963000000035019,Chikballapur Rural,"Engineer, civil (consulting)",1,2025-08-03,2025-08-03,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02228,Gavin Thakkar,34,26-35,MALE,42963000000035030,Kolar North,Clinical molecular geneticist,1,2023-07-04,2023-07-04,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02229,Hitesh Grewal,28,26-35,MALE,42963000000035040,Vijayapura South,"Engineer, control and instrumentation",1,2025-07-16,2025-07-16,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02230,Chandrashekar Devadiga,38,36-45,MALE,42963000000035038,Udupi West,Barrister's clerk,1,2024-02-20,2024-02-20,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02231,Inaya Lad,44,36-45,FEMALE,42963000000035017,Bidar North,Osteopath,1,2024-03-25,2024-03-25,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02232,Chatura Ganesan,24,18-25,MALE,42963000000035041,Yadgir Taluk HQ,Cartographer,1,2024-11-29,2024-11-29,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02233,Brijesh Purohit,19,18-25,MALE,42963000000035026,Hassan Taluk HQ,Company secretary,1,2023-06-18,2023-06-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02234,Azad Oommen,49,46-55,MALE,42963000000035040,Vijayapura North,Air traffic controller,1,2022-08-26,2022-08-26,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02235,Veeranna Devadiga,27,26-35,MALE,42963000000035040,Vijayapura Taluk HQ,Textile designer,1,2021-09-29,2021-09-29,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02236,Raghavendra Kulkarni,53,46-55,MALE,42963000000035019,Chikballapur Rural,Farm manager,1,2023-09-13,2023-09-13,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02237,Thimmakka Setty,35,26-35,FEMALE,42963000000035033,Mysuru East,Purchasing manager,1,2023-03-15,2023-03-15,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02238,Chandresh Andra,34,26-35,MALE,42963000000035019,Chikballapur Rural,"Biochemist, clinical",1,2021-10-23,2021-10-23,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02239,Aarush Barman,49,46-55,MALE,42963000000035013,Ballari Rural,Chief Strategy Officer,1,2024-11-08,2024-11-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02240,Aarush Prashad,28,26-35,MALE,42963000000035037,Tumakuru Rural,Toxicologist,2,2022-02-13,2025-11-16,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02241,Xavier Solanki,19,18-25,MALE,42963000000035032,Mandya South,Leisure centre manager,2,2023-10-16,2025-07-23,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02242,Siddalingaiah Devadiga,65,56-65,MALE,42963000000035035,Ramanagara East,Trade mark attorney,1,2024-09-14,2024-09-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02243,Om Prabhakar,26,26-35,MALE,42963000000035027,Haveri South,Lobbyist,2,2023-06-22,2024-06-25,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02244,Jagdish Patel,44,36-45,MALE,42963000000035017,Bidar Taluk HQ,Oceanographer,2,2021-01-03,2021-09-20,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02245,Barkha Parekh,35,26-35,FEMALE,42963000000035039,Uttara Kannada Taluk HQ,Lawyer,1,2025-09-18,2025-09-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02246,Aarav Shan,58,56-65,MALE,42963000000035032,Mandya East,Operational investment banker,1,2025-07-15,2025-07-15,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02247,Agastya Das,52,46-55,MALE,42963000000035014,Belagavi South,Set designer,1,2025-12-04,2025-12-04,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02248,Kritika Pillay,38,36-45,FEMALE,42963000000035030,Kolar Taluk HQ,Production engineer,1,2023-12-04,2023-12-04,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02249,Kariyappa Urs,20,18-25,MALE,42963000000035013,Ballari North,Water engineer,1,2021-01-21,2021-01-21,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02250,Lokesh Hegde,22,18-25,MALE,42963000000035021,Chitradurga East,Public relations officer,1,2025-02-15,2025-02-15,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02251,Yashodamma Urs,19,18-25,FEMALE,42963000000035028,Kalaburagi Taluk HQ,"Scientist, biomedical",1,2024-10-22,2024-10-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02252,Girindra Aggarwal,31,26-35,MALE,42963000000035033,Mysuru Rural,IT technical support officer,2,2025-04-15,2025-09-23,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02253,Pranit Bath,62,56-65,MALE,42963000000035015,Bengaluru Rural Taluk HQ,"Journalist, magazine",1,2025-09-27,2025-09-27,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02254,Raghavendra Rai,30,26-35,MALE,42963000000035016,Bengaluru Urban Rural,"Producer, radio",1,2025-06-09,2025-06-09,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02255,Basavaraj Achar,27,26-35,MALE,42963000000035025,Gadag Rural,Facilities manager,1,2023-04-11,2023-04-11,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02256,Ryan Bumb,29,26-35,MALE,42963000000035027,Haveri East,Magazine features editor,1,2025-05-13,2025-05-13,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02257,Vyanjana Chaudhry,33,26-35,FEMALE,42963000000035022,Dakshina Kannada West,Musician,1,2025-02-08,2025-02-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02258,Gunbir Dhar,40,36-45,MALE,42963000000035036,Shivamogga Rural,"Scientist, product/process development",1,2021-06-14,2021-06-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02259,Jagadish Nayak,31,26-35,MALE,42963000000035039,Uttara Kannada Rural,"Teacher, music",1,2023-10-27,2023-10-27,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02260,Devansh Tank,46,46-55,MALE,42963000000035018,Chamarajanagar West,Chartered loss adjuster,1,2023-05-13,2023-05-13,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02261,Rathnamma Kulkarni,56,56-65,FEMALE,42963000000035029,Kodagu East,Illustrator,1,2024-01-05,2024-01-05,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02262,Frado Sehgal,62,56-65,MALE,42963000000035032,Mandya North,Commercial art gallery manager,1,2024-09-27,2024-09-27,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02263,Shivakumar Hegde,40,36-45,MALE,42963000000035018,Chamarajanagar West,Race relations officer,1,2022-08-22,2022-08-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02264,Jairaj Kakar,40,36-45,MALE,42963000000035041,Yadgir Taluk HQ,"Doctor, hospital",1,2024-07-08,2024-07-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02265,Chatresh Saran,21,18-25,MALE,42963000000035026,Hassan West,Air cabin crew,1,2025-06-21,2025-06-21,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02266,Nihal Rajagopal,29,26-35,MALE,42963000000035022,Dakshina Kannada Taluk HQ,Health visitor,1,2022-05-01,2022-05-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02267,Kabir Soni,50,46-55,MALE,42963000000035035,Ramanagara North,Community pharmacist,1,2025-11-11,2025-11-11,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02268,Gangamma Naik,42,36-45,FEMALE,42963000000035013,Ballari East,Copy,1,2022-10-01,2022-10-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02269,Chandani Natarajan,24,18-25,FEMALE,42963000000035022,Dakshina Kannada West,Environmental manager,1,2024-10-31,2024-10-31,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02270,Onveer Purohit,32,26-35,MALE,42963000000035038,Udupi West,Museum/gallery curator,1,2021-08-16,2021-08-16,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02271,Jackson Kapoor,58,56-65,MALE,42963000000035041,Yadgir East,Futures trader,1,2023-07-13,2023-07-13,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02272,Maanav Chahal,60,56-65,MALE,42963000000035034,Raichur Rural,Clinical research associate,1,2023-08-19,2023-08-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02273,Savitramma Devadiga,34,26-35,FEMALE,42963000000035026,Hassan North,Chartered public finance accountant,1,2021-12-20,2021-12-20,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02274,Jagadish Poojary,38,36-45,MALE,42963000000035024,Dharwad North,"Librarian, public",2,2024-01-26,2024-03-24,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02275,Kariyappa Urs,62,56-65,MALE,42963000000035042,Vijayanagara West,"Therapist, drama",1,2025-10-30,2025-10-30,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02276,Dalbir Pillai,19,18-25,MALE,42963000000035030,Kolar South,Conference centre manager,1,2024-08-05,2024-08-05,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02277,Yallappa Naik,34,26-35,MALE,42963000000035042,Vijayanagara Rural,Intelligence analyst,1,2024-12-26,2024-12-26,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02278,Aadi Mukhopadhyay,60,56-65,MALE,42963000000035042,Vijayanagara North,Biomedical engineer,1,2025-07-31,2025-07-31,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02279,Chandrashekar Reddy,29,26-35,MALE,42963000000035033,Mysuru North,Therapeutic radiographer,1,2023-12-31,2023-12-31,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02280,Raghavendra Nayak,57,56-65,MALE,42963000000035042,Vijayanagara Taluk HQ,Social worker,1,2021-06-30,2021-06-30,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02281,Rishi Sampath,42,36-45,MALE,42963000000035018,Chamarajanagar Rural,IT consultant,1,2023-03-02,2023-03-02,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02282,Gangamma Bhat,48,46-55,FEMALE,42963000000035037,Tumakuru Taluk HQ,Medical sales representative,1,2022-06-22,2022-06-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02283,Yoshita Kapadia,35,26-35,FEMALE,42963000000035022,Dakshina Kannada South,Clinical biochemist,1,2023-11-17,2023-11-17,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02284,Pushpalatha Poojary,24,18-25,FEMALE,42963000000035036,Shivamogga West,Nutritional therapist,1,2022-03-14,2022-03-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02285,Veda Mutti,37,36-45,FEMALE,42963000000035033,Mysuru South,Dance movement psychotherapist,1,2025-09-23,2025-09-23,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02286,Januja Tata,27,26-35,FEMALE,42963000000035012,Bagalkot North,"Programmer, applications",1,2022-05-07,2022-05-07,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02287,Lucky Dhingra,42,36-45,MALE,42963000000035016,Bengaluru Urban West,Animal nutritionist,1,2022-11-24,2022-11-24,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02288,Sureshgowda Nayak,36,36-45,MALE,42963000000035031,Koppal South,Tour manager,2,2021-08-04,2025-10-31,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02289,Mohammed Thakkar,42,36-45,MALE,42963000000035014,Belagavi East,Community pharmacist,1,2024-08-24,2024-08-24,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02290,Gopalakrishna Setty,20,18-25,MALE,42963000000035022,Dakshina Kannada North,Graphic designer,1,2022-06-06,2022-06-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02291,Shivakumar Urs,58,56-65,MALE,42963000000035031,Koppal South,"Teacher, secondary school",2,2023-03-08,2023-12-25,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02292,Hritik Talwar,22,18-25,MALE,42963000000035014,Belagavi Rural,"Horticulturist, amenity",1,2024-08-12,2024-08-12,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02293,Yallappa Nayak,39,36-45,MALE,42963000000035021,Chitradurga Taluk HQ,Mudlogger,1,2022-04-27,2022-04-27,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02294,Ojas Dua,54,46-55,MALE,42963000000035033,Mysuru North,"Engineer, materials",2,2023-04-17,2025-07-29,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02295,Atharv Gola,55,46-55,MALE,42963000000035021,Chitradurga South,Ranger/warden,2,2021-05-29,2025-07-05,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02296,Mason Dutta,29,26-35,MALE,42963000000035014,Belagavi North,Advertising copywriter,1,2021-11-06,2021-11-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02297,Pahal Sami,19,18-25,FEMALE,42963000000035018,Chamarajanagar North,Public librarian,2,2021-11-14,2025-09-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02298,Shivani Raman,60,56-65,FEMALE,42963000000035012,Bagalkot Rural,Building surveyor,1,2023-10-25,2023-10-25,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02299,Lohit Hayer,49,46-55,MALE,42963000000035015,Bengaluru Rural Taluk HQ,Sports therapist,1,2021-04-06,2021-04-06,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02300,Chanakya Deep,27,26-35,MALE,42963000000035020,Chikkamagaluru West,Jewellery designer,1,2022-07-22,2022-07-22,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02301,Nidra Shankar,33,26-35,FEMALE,42963000000035033,Mysuru West,"Development worker, community",1,2025-11-09,2025-11-09,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02302,Timothy Subramanian,43,36-45,MALE,42963000000035024,Dharwad East,"Horticulturist, amenity",1,2022-09-25,2022-09-25,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02303,Jagrati Kamdar,43,36-45,FEMALE,42963000000035013,Ballari East,"Engineer, building services",1,2024-04-19,2024-04-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02304,Pratyush Chaudry,31,26-35,MALE,42963000000035014,Belagavi East,Data scientist,1,2024-05-18,2024-05-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02305,Tanay Ganguly,32,26-35,MALE,42963000000035014,Belagavi North,Banker,2,2023-09-20,2023-12-05,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02306,Akkamahadevi Devadiga,26,26-35,FEMALE,42963000000035024,Dharwad South,Chief Operating Officer,1,2024-09-18,2024-09-18,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02307,Warjas Gola,62,56-65,MALE,42963000000035027,Haveri West,Associate Professor,2,2021-01-18,2021-06-03,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02308,Yasti Nigam,48,46-55,FEMALE,42963000000035030,Kolar North,"Therapist, horticultural",1,2021-08-31,2021-08-31,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02309,Falan Raval,58,56-65,MALE,42963000000035040,Vijayapura Rural,Financial risk analyst,1,2024-10-26,2024-10-26,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02310,Daniel Khosla,54,46-55,MALE,42963000000035038,Udupi South,Occupational psychologist,1,2025-07-08,2025-07-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02311,Savitramma Rai,30,26-35,FEMALE,42963000000035016,Bengaluru Urban South,Records manager,1,2025-05-14,2025-05-14,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02312,Gabriel Prashad,30,26-35,MALE,42963000000035013,Ballari Rural,Chartered public finance accountant,1,2022-01-21,2022-01-21,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02313,Gangamma Naik,55,46-55,FEMALE,42963000000035030,Kolar Taluk HQ,"Psychologist, educational",1,2021-05-19,2021-05-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02314,Basavaraj Setty,28,26-35,MALE,42963000000035016,Bengaluru Urban South,Museum/gallery exhibitions officer,2,2021-01-16,2021-08-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02315,Prakash Achar,49,46-55,MALE,42963000000035035,Ramanagara Rural,Haematologist,1,2021-09-16,2021-09-16,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02316,Basavaraj Urs,47,46-55,MALE,42963000000035034,Raichur Taluk HQ,"Producer, television/film/video",2,2023-11-29,2024-09-19,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02317,Aashi Dar,18,18-25,FEMALE,42963000000035016,Bengaluru Urban East,Commercial horticulturist,1,2025-10-30,2025-10-30,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02318,Darsh Suresh,43,36-45,MALE,42963000000035020,Chikkamagaluru East,Sales executive,1,2024-04-01,2024-04-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02319,Advay Srinivasan,49,46-55,MALE,42963000000035022,Dakshina Kannada West,Graphic designer,1,2024-12-01,2024-12-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02320,Gautam Rajagopalan,46,46-55,MALE,42963000000035039,Uttara Kannada Taluk HQ,Radio broadcast assistant,1,2024-01-08,2024-01-08,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02321,Rathnamma Reddy,44,36-45,FEMALE,42963000000035035,Ramanagara Rural,Politician's assistant,1,2021-10-05,2021-10-05,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
ACC-02322,Basavaraj Reddy,20,18-25,MALE,42963000000035018,Chamarajanagar North,Hydrogeologist,1,2025-05-01,2025-05-01,,,2026-07-15 14:36:44,2026-07-15 14:36:44,SYSTEM_SEED,SYSTEM_SEED
